responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
13522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,14," Unfortunately, ",728,183,917794.1999998093,163.03125,621.375,183.03125,737.109375,2,1,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
13562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,1,1,2,14," Unfortunately, ",625,174,,153.03125,621.375,193.03125,737.109375,2,1,hover,815.6000001430511,815.6000001430511,0.9644930471175914,0.77421875,131,,,intermediate,1,,,,,,,,,,,,,,
13574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,738,185,917845.6999998093,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
13612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,1,1,2,15, six ,738,185,,153.03125,737.109375,193.03125,764.109375,2,2,hover,50.299999952316284,50.299999952316284,0.6996527777777778,0.84921875,131,,,intermediate,1,,,,,,,,,,,,,,
13617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,768,187,917888.7999999523,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
13678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,772,187,917950.5999999046,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
13727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,772,187,917999.5999999046,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
13767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,765,187,918039.1999998093,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
13779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,1,1,2,16, Ikea ,768,187,,153.03125,764.109375,193.03125,803.140625,2,3,hover,166.89999985694885,166.89999985694885,0.022818254603682947,0.84921875,131,,,intermediate,1,,,,,,,,,,,,,,
13816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,746,186,918088.5,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
13878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,744,186,918150.399999857,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
13919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,744,186,918191.399999857,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
13967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,744,186,918239.1999998093,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,744,186,918298.399999857,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,743,186,918342.1999998093,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,741,186,918394.2999999523,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,741,186,918450.5,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,741,186,918498.7999999523,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,741,186,918546.899999857,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,741,186,918596.1999998093,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,741,186,918645.0999999046,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,741,186,918692.5,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,745,184,918738.399999857,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,758,183,918795.399999857,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,15, six ,761,183,918850.399999857,163.03125,737.109375,183.03125,764.109375,2,2,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,1,1,2,15, six ,758,187,,153.03125,737.109375,193.03125,764.109375,2,2,hover,832.3000001907349,832.3000001907349,0.9959490740740741,0.74921875,131,,,intermediate,1,,,,,,,,,,,,,,
14625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,766,183,918897.6999998093,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,779,184,918940.2999999523,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,787,188,918990,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,794,189,919040.5999999046,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,801,189,919097.399999857,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,1,1,2,16, Ikea ,766,183,,153.03125,764.109375,193.03125,803.140625,2,3,hover,216.59999990463257,216.59999990463257,0.94515612489992,0.89921875,131,,,intermediate,1,,,,,,,,,,,,,,
14868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",815,188,919140.2999999523,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",820,187,919191.5,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
14977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",823,186,919249,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",823,184,919291.2999999523,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",810,183,919347.7999999523,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,1,1,2,17," forks, ",805,189,,153.03125,803.140625,193.03125,852.15625,2,4,hover,266.59999990463257,266.59999990463257,0.03793433216448836,0.74921875,131,,,intermediate,1,,,,,,,,,,,,,,
15129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,801,183,919400.6999998093,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,801,183,919450.0999999046,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,801,183,919498.399999857,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,801,183,919540.1999998093,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,1,1,2,16, Ikea ,802,183,,153.03125,764.109375,193.03125,803.140625,2,3,hover,200.20000004768372,200.20000004768372,0.9963971176941553,0.74921875,131,,,intermediate,1,,,,,,,,,,,,,,
15326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",806,183,919598.399999857,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",813,183,919646.2999999523,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",814,183,919691.7999999523,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",813,183,919742.5999999046,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",808,183,919797.1999998093,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,1,1,2,17," forks, ",804,183,,153.03125,803.140625,193.03125,852.15625,2,4,hover,266.7000000476837,266.7000000476837,0.017532674529805548,0.74921875,131,,,intermediate,1,,,,,,,,,,,,,,
15570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,800,183,919842.6999998093,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,16, Ikea ,799,183,919902.7999999523,163.03125,764.109375,183.03125,803.140625,2,3,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,1,1,2,16, Ikea ,800,183,,153.03125,764.109375,193.03125,803.140625,2,3,hover,100.09999990463257,100.09999990463257,0.9707766212970377,0.74921875,131,,,intermediate,1,,,,,,,,,,,,,,
15677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",804,183,919949.1999998093,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",817,183,919997.0999999046,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",846,183,920052.6999998093,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",847,183,920093.0999999046,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",846,184,920147,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",846,186,920192.2999999523,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
15969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",846,187,920240.6999998093,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",844,187,920291.0999999046,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,17," forks, ",846,187,920351.6999998093,163.03125,803.140625,183.03125,852.15625,2,4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,1,1,2,17," forks, ",804,183,,153.03125,803.140625,193.03125,852.15625,2,4,hover,449.5,449.5,0.9764105833598979,0.84921875,131,,,intermediate,1,,,,,,,,,,,,,,
16124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,18, a ,857,187,920396.399999857,163.03125,852.15625,183.03125,867.171875,2,5,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,1,1,2,18, a ,857,187,,153.03125,852.15625,193.03125,867.171875,2,5,hover,49.80000019073486,49.80000019073486,0.8553590010405827,0.84921875,131,,,intermediate,1,,,,,,,,,,,,,,
16172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,19, Chinese ,870,187,920444.6999998093,163.03125,867.171875,183.03125,938.21875,2,6,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,19, Chinese ,875,187,920488.399999857,163.03125,867.171875,183.03125,938.21875,2,6,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,19, Chinese ,879,187,920538.0999999046,163.03125,867.171875,183.03125,938.21875,2,6,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,19, Chinese ,879,187,920590.7999999523,163.03125,867.171875,183.03125,938.21875,2,6,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,19, Chinese ,881,187,920638.5,163.03125,867.171875,183.03125,938.21875,2,6,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,19, Chinese ,893,187,920688.6999998093,163.03125,867.171875,183.03125,938.21875,2,6,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,19, Chinese ,910,187,920744.2999999523,163.03125,867.171875,183.03125,938.21875,2,6,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,19, Chinese ,921,187,920799.399999857,163.03125,867.171875,183.03125,938.21875,2,6,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,19, Chinese ,925,187,920840.2999999523,163.03125,867.171875,183.03125,938.21875,2,6,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,19, Chinese ,932,185,920888.399999857,163.03125,867.171875,183.03125,938.21875,2,6,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,1,1,2,19, Chinese ,870,187,,153.03125,867.171875,193.03125,938.21875,2,6,hover,483.5,483.5,0.9828458324169782,0.79921875,131,,,intermediate,1,,,,,,,,,,,,,,
16669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,20, guitar ,942,185,920940.7999999523,163.03125,938.21875,183.03125,988.25,2,7,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,20, guitar ,947,185,920996.5,163.03125,938.21875,183.03125,988.25,2,7,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,20, guitar ,947,185,921042.5,163.03125,938.21875,183.03125,988.25,2,7,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,20, guitar ,949,185,921098.899999857,163.03125,938.21875,183.03125,988.25,2,7,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,20, guitar ,950,185,921142.2999999523,163.03125,938.21875,183.03125,988.25,2,7,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,20, guitar ,954,185,921198.7999999523,163.03125,938.21875,183.03125,988.25,2,7,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
16974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,20, guitar ,960,185,921246.1999998093,163.03125,938.21875,183.03125,988.25,2,7,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
17021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,20, guitar ,964,185,921293.5,163.03125,938.21875,183.03125,988.25,2,7,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
17077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,20, guitar ,974,187,921348.899999857,163.03125,938.21875,183.03125,988.25,2,7,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
17124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,20, guitar ,987,187,921396.2999999523,163.03125,938.21875,183.03125,988.25,2,7,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
17127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,16,1,1,2,20, guitar ,939,185,,153.03125,938.21875,193.03125,988.25,2,7,hover,483.19999980926514,483.19999980926514,0.9750156152404748,0.84921875,131,,,intermediate,1,,,,,,,,,,,,,,
17172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,21, and ,1000,187,921444.399999857,163.03125,988.25,183.03125,1023.296875,2,8,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
17231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,21, and ,1006,187,921503,163.03125,988.25,183.03125,1023.296875,2,8,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
17267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,21, and ,1009,187,921538.7999999523,163.03125,988.25,183.03125,1023.296875,2,8,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
17319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,21, and ,1014,185,921590.899999857,163.03125,988.25,183.03125,1023.296875,2,8,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
17367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,16,1,1,2,21, and ,1018,185,921639.0999999046,163.03125,988.25,183.03125,1023.296875,2,8,,,,,,,,,intermediate,1,,,,,,,,,,,,,,
