responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
43024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,82, his ,919,320,1245496.0999999996,311.1625061035156,897.5625,331.1625061035156,925.5750007629395,6,13,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,82, his ,898,319,,301.1625061035156,897.562518119812,341.1625061035156,925.5750064849854,6,13,hover,199.90000000037253,199.90000000037253,0.9080764817670842,0.47093734741210935,126,,,intermediate,5,,,,,,,,,,,,,,
43072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,83," case, ",931,321,1245543.9000000004,311.1625061035156,925.5750122070312,331.1625061035156,973.6000137329102,6,14,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,83," case, ",936,321,1245601.6999999993,311.1625061035156,925.5750122070312,331.1625061035156,973.6000137329102,6,14,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,83," case, ",944,321,1245646.9000000004,311.1625061035156,925.5750122070312,331.1625061035156,973.6000137329102,6,14,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,83," case, ",955,320,1245703,311.1625061035156,925.5750122070312,331.1625061035156,973.6000137329102,6,14,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,83," case, ",963,319,1245744,311.1625061035156,925.5750122070312,331.1625061035156,973.6000137329102,6,14,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,83," case, ",931,321,,301.1625061035156,925.5750064849854,341.1625061035156,973.600025177002,6,14,hover,233.30000000074506,233.30000000074506,0.945861027276723,0.4459373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
43322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,84, he ,977,316,1245794.5,311.1625061035156,973.6000366210938,331.1625061035156,998.625036239624,6,15,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,84, he ,978,316,1245843.5999999996,311.1625061035156,973.6000366210938,331.1625061035156,998.625036239624,6,15,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,84, he ,989,316,1245904.8000000007,311.1625061035156,973.6000366210938,331.1625061035156,998.625036239624,6,15,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,84, he ,989,316,1245951.4000000004,311.1625061035156,973.6000366210938,331.1625061035156,998.625036239624,6,15,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,84, he ,976,316,,301.1625061035156,973.600025177002,341.1625061035156,998.625018119812,6,15,hover,233.40000000037253,233.40000000037253,0.97502424391326,0.3709373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
43533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,85," said, ",1000,316,1246005.6999999993,311.1625061035156,998.625,331.1625061035156,1041.650001525879,6,16,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,85," said, ",1001,316,1246043.5,311.1625061035156,998.625,331.1625061035156,1041.650001525879,6,16,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,85," said, ",1004,317,1246095.4000000004,311.1625061035156,998.625,331.1625061035156,1041.650001525879,6,16,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,85," said, ",1006,318,1246156.5,311.1625061035156,998.625,331.1625061035156,1041.650001525879,6,16,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,85," said, ",1006,318,1246201,311.1625061035156,998.625,331.1625061035156,1041.650001525879,6,16,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,85," said, ",1000,316,,301.1625061035156,998.625018119812,341.1625061035156,1041.6500129699707,6,16,hover,233.59999999962747,233.59999999962747,0.07844235407678475,0.47093734741210935,126,,,intermediate,5,,,,,,,,,,,,,,
43785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,84, he ,988,323,1246257.1999999993,311.1625061035156,973.6000366210938,331.1625061035156,998.625036239624,6,15,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,84, he ,995,323,,301.1625061035156,973.600025177002,341.1625061035156,998.625018119812,6,15,hover,66.59999999962747,66.59999999962747,0.17582321933330278,0.5959373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
43834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,83," case, ",973,325,1246306.6999999993,311.1625061035156,925.5750122070312,331.1625061035156,973.6000137329102,6,14,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,83," case, ",929,325,1246343.9000000004,311.1625061035156,925.5750122070312,331.1625061035156,973.6000137329102,6,14,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,83," case, ",973,325,,301.1625061035156,925.5750064849854,341.1625061035156,973.600025177002,6,14,hover,49.80000000074506,49.80000000074506,0.07131685959310204,0.5959373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
43898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,82, his ,909,325,,301.1625061035156,897.562518119812,341.1625061035156,925.5750064849854,6,13,hover,16.899999998509884,16.899999998509884,0.4082993888685624,0.5959373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
43915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,81, In ,893,325,,301.1625061035156,877.537525177002,341.1625061035156,897.562518119812,6,12,hover,16.40000000037253,16.40000000037253,0.7721588150946053,0.5959373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
43931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,80, that.” ,876,327,1246403.0999999996,311.1625061035156,831.5125122070312,331.1625061035156,877.5375137329102,6,11,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,80, that.” ,876,327,,301.1625061035156,831.5124998092651,341.1625061035156,877.537525177002,6,11,hover,50.20000000111759,50.20000000111759,0.09750130836170198,0.6459373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
43985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,78, respond ,746,327,1246457.6999999993,311.1625061035156,741.4375,331.1625061035156,811.4875030517578,6,9,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
43999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,78, respond ,798,327,,301.1625061035156,741.4375057220459,341.1625061035156,811.4874954223633,6,9,hover,33.79999999888241,33.79999999888241,0.06513197642816256,0.6459373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
44015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,77, should ,691,328,,301.1625061035156,683.3875060081482,341.1625061035156,741.4375057220459,6,8,hover,16.300000000745058,16.300000000745058,0.13113684805116899,0.6709373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
44032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,75, think ,650,334,,301.1625061035156,630.3500304222107,341.1625061035156,673.3750190734863,6,6,hover,16.59999999962747,16.59999999962747,0.4567106277948248,0.8209373474121093,126,,,intermediate,5,,,,,,,,,,,,,,
44034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,73, and ,619,336,1246506.5,311.1625061035156,585.2999877929688,331.1625061035156,620.3374900817871,6,4,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,73, and ,619,336,,301.1625061035156,585.300012588501,341.1625061035156,620.3375072479248,6,4,hover,33.30000000074506,33.30000000074506,0.16268250532479014,0.8709373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
44081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,72, us ,568,336,,301.1625061035156,561.2875308990479,341.1625061035156,585.300012588501,6,3,hover,16.59999999962747,16.59999999962747,0.2795408316292618,0.8709373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
44084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,71, with ,554,339,1246556.3000000007,311.1625061035156,524.2750244140625,331.1625061035156,561.287525177002,6,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,71, with ,544,340,1246606.5999999996,311.1625061035156,524.2750244140625,331.1625061035156,561.287525177002,6,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,71, with ,554,339,,301.1625061035156,524.2750091552734,341.1625061035156,561.2875308990479,6,2,hover,66.79999999888241,66.79999999888241,0.5329275044071902,0.9709373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
44165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,89, banks ,528,343,,341.1625061035156,521.9500064849854,381.1625061035156,574.9875011444092,7,3,hover,16.600000001490116,16.600000001490116,0.11407012253999202,0.04593734741210938,126,,,intermediate,5,,,,,,,,,,,,,,
44183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,88, offer ,490,350,1246655.5,351.1625061035156,481.25,371.1625061035156,521.9500007629395,7,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,88, offer ,485,351,1246703.0999999996,351.1625061035156,481.25,371.1625061035156,521.9500007629395,7,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,88, offer ,482,352,1246744.0999999996,351.1625061035156,481.25,371.1625061035156,521.9500007629395,7,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,88, offer ,507,346,,341.1625061035156,481.24999809265137,381.1625061035156,521.9500064849854,7,2,hover,116.59999999962747,116.59999999962747,0.018427561491360742,0.2709373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
44334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,87, could ,470,358,1246805.8000000007,351.1625061035156,433.2124938964844,371.1625061035156,481.24999618530273,7,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,87, could ,470,358,1246851.6999999993,351.1625061035156,433.2124938964844,371.1625061035156,481.24999618530273,7,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,87, could ,470,358,1246893.9000000004,351.1625061035156,433.2124938964844,371.1625061035156,481.24999618530273,7,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,87, could ,467,358,1246944.3000000007,351.1625061035156,433.2124938964844,371.1625061035156,481.24999618530273,7,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,87, could ,452,358,1247003.3000000007,351.1625061035156,433.2124938964844,371.1625061035156,481.24999618530273,7,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,87, could ,452,358,1247053,351.1625061035156,433.2124938964844,371.1625061035156,481.24999618530273,7,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,87, could ,452,358,1247096.0999999996,351.1625061035156,433.2124938964844,371.1625061035156,481.24999618530273,7,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,87, could ,449,360,1247153.1999999993,351.1625061035156,433.2124938964844,371.1625061035156,481.24999618530273,7,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,87, could ,449,360,1247201.4000000004,351.1625061035156,433.2124938964844,371.1625061035156,481.24999618530273,7,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,87, could ,449,360,1247248.4000000004,351.1625061035156,433.2124938964844,371.1625061035156,481.24999618530273,7,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,87, could ,459,362,1247306.9000000004,351.1625061035156,433.2124938964844,371.1625061035156,481.24999618530273,7,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,87, could ,473,362,1247344.5,351.1625061035156,433.2124938964844,371.1625061035156,481.24999618530273,7,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,87, could ,477,354,,341.1625061035156,433.2124938964844,381.1625061035156,481.24999809265137,7,1,hover,616.5,616.5,0.9323445681236976,0.5209373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
44933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,88, offer ,494,362,1247405.5999999996,351.1625061035156,481.25,371.1625061035156,521.9500007629395,7,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
44984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,88, offer ,502,362,1247455.9000000004,351.1625061035156,481.25,371.1625061035156,521.9500007629395,7,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,88, offer ,508,362,1247506,351.1625061035156,481.25,371.1625061035156,521.9500007629395,7,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,88, offer ,518,362,1247544.9000000004,351.1625061035156,481.25,371.1625061035156,521.9500007629395,7,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,88, offer ,519,362,1247600,351.1625061035156,481.25,371.1625061035156,521.9500007629395,7,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,88, offer ,483,362,,341.1625061035156,481.24999809265137,381.1625061035156,521.9500064849854,7,2,hover,249.90000000037253,249.90000000037253,0.9520883026315876,0.5209373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
45183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,89, banks ,527,362,1247655.8000000007,351.1625061035156,521.9500122070312,371.1625061035156,574.9875144958496,7,3,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,89, banks ,528,362,1247693.3000000007,351.1625061035156,521.9500122070312,371.1625061035156,574.9875144958496,7,3,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,89, banks ,533,363,1247744.3000000007,351.1625061035156,521.9500122070312,371.1625061035156,574.9875144958496,7,3,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,89, banks ,547,363,1247805.0999999996,351.1625061035156,521.9500122070312,371.1625061035156,574.9875144958496,7,3,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,89, banks ,553,363,1247853,351.1625061035156,521.9500122070312,371.1625061035156,574.9875144958496,7,3,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,89, banks ,559,363,1247905.4000000004,351.1625061035156,521.9500122070312,371.1625061035156,574.9875144958496,7,3,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,89, banks ,522,362,,341.1625061035156,521.9500064849854,381.1625061035156,574.9875011444092,7,3,hover,316.7999999988824,316.7999999988824,0.8305443874730184,0.5459373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
45472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,90, the ,579,363,1247944.3000000007,351.1625061035156,574.9874877929688,371.1625061035156,605.012487411499,7,4,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,90, the ,584,363,1247993.5999999996,351.1625061035156,574.9874877929688,371.1625061035156,605.012487411499,7,4,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,90, the ,588,363,1248048,351.1625061035156,574.9874877929688,371.1625061035156,605.012487411499,7,4,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,90, the ,596,363,1248103.5999999996,351.1625061035156,574.9874877929688,371.1625061035156,605.012487411499,7,4,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,90, the ,598,363,1248145.8000000007,351.1625061035156,574.9874877929688,371.1625061035156,605.012487411499,7,4,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,90, the ,579,363,,341.1625061035156,574.9875011444092,381.1625061035156,605.0124998092651,7,4,hover,267,267,0.9329725262695597,0.5459373474121094,126,,,intermediate,5,,,,,,,,,,,,,,
45735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,91, insight ,607,363,1248207.4000000004,351.1625061035156,605.0125122070312,371.1625061035156,662.0500144958496,7,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,91, insight ,630,363,1248257.1999999993,351.1625061035156,605.0125122070312,371.1625061035156,662.0500144958496,7,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,91, insight ,636,360,1248301.3000000007,351.1625061035156,605.0125122070312,371.1625061035156,662.0500144958496,7,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,91, insight ,636,360,1248344.1999999993,351.1625061035156,605.0125122070312,371.1625061035156,662.0500144958496,7,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,91, insight ,641,360,1248395.0999999996,351.1625061035156,605.0125122070312,371.1625061035156,662.0500144958496,7,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
45984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,91, insight ,652,360,1248456.0999999996,351.1625061035156,605.0125122070312,371.1625061035156,662.0500144958496,7,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
46015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,22,5,5,6,91, insight ,607,363,,341.1625061035156,605.0124998092651,381.1625061035156,662.0500011444092,7,5,hover,283.30000000074506,283.30000000074506,0.9465263892524356,0.47093734741210935,126,,,intermediate,5,,,,,,,,,,,,,,
46030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,22,5,5,6,92, he ,663,360,1248502.5999999996,351.1625061035156,662.0499877929688,371.1625061035156,687.074987411499,7,6,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
