responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,81, have ,474,309,,hover,33.30000000074506,33.30000000074506,0.1341138903672166,0.609375,153,298.625,463.09375,338.625,507.1328125,6,3,,,intermediate,4,,,,,,,,,,,,,,
3856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,80, We ,463,336,397448,,,,,,,308.375,431.40625,328.875,463.09375,6,2,,,intermediate,4,,,,,,,,,,,,,,
3868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,80, We ,463,336,,hover,16,16,0.9970414201183432,0.934375,153,298.625,431.40625,338.625,463.09375,6,2,,,intermediate,4,,,,,,,,,,,,,,
3907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,95, personality.” ,455,359,397498.69999999925,,,,,,,348.375,415.3984375,368.875,516.9609375,7,2,,,intermediate,4,,,,,,,,,,,,,,
3956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,95, personality.” ,448,371,397548.3999999985,,,,,,,348.375,415.3984375,368.875,516.9609375,7,2,,,intermediate,4,,,,,,,,,,,,,,
4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,95, personality.” ,443,377,397597.80000000075,,,,,,,348.375,415.3984375,368.875,516.9609375,7,2,,,intermediate,4,,,,,,,,,,,,,,
4016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,95, personality.” ,460,346,,hover,149.30000000074506,149.30000000074506,0.27176923076923076,0.959375,153,338.625,415.3984375,378.625,516.9609375,7,2,,,intermediate,4,,,,,,,,,,,,,,
4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,110, escape ,437,383,397647.30000000075,,,,,,,388.375,385.375,408.875,448.421875,8,1,,,intermediate,4,,,,,,,,,,,,,,
4105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,110, escape ,431,383,397697.3999999985,,,,,,,388.375,385.375,408.875,448.421875,8,1,,,intermediate,4,,,,,,,,,,,,,,
4134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,110, escape ,440,380,,hover,117.30000000074506,117.30000000074506,0.6760842627013631,0.059375,153,378.625,385.375,418.625,448.421875,8,1,,,intermediate,4,,,,,,,,,,,,,,
4155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,95, personality.” ,423,370,397747.3999999985,,,,,,,348.375,415.3984375,368.875,516.9609375,7,2,,,intermediate,4,,,,,,,,,,,,,,
4202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,95, personality.” ,426,377,,hover,66.80000000074506,66.80000000074506,0.03546153846153846,0.159375,153,338.625,415.3984375,378.625,516.9609375,7,2,,,intermediate,4,,,,,,,,,,,,,,
4206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,79, here. ,419,328,397797.59999999776,,,,,,,308.375,385.375,328.875,431.40625,6,1,,,intermediate,4,,,,,,,,,,,,,,
4251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,79, here. ,419,328,,hover,50.5,50.5,0.7304820095044128,0.034375,153,298.625,385.375,338.625,431.40625,6,1,,,intermediate,4,,,,,,,,,,,,,,
4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,68, “unusually ,419,291,397847.69999999925,,,,,,,268.375,410.3984375,288.875,497.4453125,5,2,,,intermediate,4,,,,,,,,,,,,,,
4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,68, “unusually ,423,275,397898.3999999985,,,,,,,268.375,410.3984375,288.875,497.4453125,5,2,,,intermediate,4,,,,,,,,,,,,,,
4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,68, “unusually ,423,273,397948.8999999985,,,,,,,268.375,410.3984375,288.875,497.4453125,5,2,,,intermediate,4,,,,,,,,,,,,,,
4406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,68, “unusually ,423,274,397998.30000000075,,,,,,,268.375,410.3984375,288.875,497.4453125,5,2,,,intermediate,4,,,,,,,,,,,,,,
4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,68, “unusually ,419,291,,hover,199.79999999701977,199.79999999701977,0.14476754622150423,0.709375,153,258.625,410.3984375,298.625,497.4453125,5,2,,,intermediate,4,,,,,,,,,,,,,,
4457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,79, here. ,422,301,398048.69999999925,,,,,,,308.375,385.375,328.875,431.40625,6,1,,,intermediate,4,,,,,,,,,,,,,,
4484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,79, here. ,422,301,,hover,32.400000002235174,32.400000002235174,0.7522063815342838,0.509375,153,298.625,385.375,338.625,431.40625,6,1,,,intermediate,4,,,,,,,,,,,,,,
4505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,95, personality.” ,418,369,398097.5,,,,,,,348.375,415.3984375,368.875,516.9609375,7,2,,,intermediate,4,,,,,,,,,,,,,,
4519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,95, personality.” ,418,343,,hover,35.099999997764826,35.099999997764826,0.025615384615384616,0.759375,153,338.625,415.3984375,378.625,516.9609375,7,2,,,intermediate,4,,,,,,,,,,,,,,
4551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,110, escape ,418,392,,hover,32.400000002235174,32.400000002235174,0.5174721189591078,0.734375,153,378.625,385.375,418.625,448.421875,8,1,,,intermediate,4,,,,,,,,,,,,,,
4556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,125, more ,421,424,398147.69999999925,,,,,,,428.375,385.375,448.875,431.390625,9,1,,,intermediate,4,,,,,,,,,,,,,,
4584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,125, more ,421,424,,hover,32.899999998509884,32.899999998509884,0.9045840407470289,0.509375,153,418.625,385.375,458.625,431.390625,9,1,,,intermediate,4,,,,,,,,,,,,,,
4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,126, aware ,434,452,,hover,16.400000002235174,16.400000002235174,0.048293811451706185,0.834375,153,418.625,431.390625,458.625,485.421875,9,2,,,intermediate,4,,,,,,,,,,,,,,
4606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,140, replacement ,444,462,398198.30000000075,,,,,,,468.375,385.375,488.875,489.4296875,10,1,,,intermediate,4,,,,,,,,,,,,,,
4656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,140, replacement ,486,481,398247.59999999776,,,,,,,468.375,385.375,488.875,489.4296875,10,1,,,intermediate,4,,,,,,,,,,,,,,
4669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,140, replacement ,444,462,,hover,68.19999999925494,68.19999999925494,0.9670395675351002,0.559375,153,458.625,385.375,498.625,489.4296875,10,1,,,intermediate,4,,,,,,,,,,,,,,
4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,141, for ,500,481,,hover,15.699999999254942,15.699999999254942,0.4064283568639231,0.559375,153,458.625,489.4296875,498.625,515.4375,10,2,,,intermediate,4,,,,,,,,,,,,,,
4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,142," Inky, ",537,478,398299,,,,,,,468.375,515.4375,488.875,557.125,10,3,,,intermediate,4,,,,,,,,,,,,,,
4735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,142," Inky, ",524,481,,hover,49.80000000074506,49.80000000074506,0.9250374812593704,0.309375,153,458.625,515.4375,498.625,557.125,10,3,,,intermediate,4,,,,,,,,,,,,,,
4751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,143, if ,567,463,,hover,16.099999997764826,16.099999997764826,0.7049637479085332,0.109375,153,458.625,557.125,498.625,571.1328125,10,4,,,intermediate,4,,,,,,,,,,,,,,
4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,129, octopuses ,585,447,398348.8999999985,,,,,,,428.375,548.4609375,448.875,635.5234375,9,5,,,intermediate,4,,,,,,,,,,,,,,
4784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,129, octopuses ,585,447,,hover,33.400000002235174,33.400000002235174,0.5460337401292176,0.259375,153,418.625,548.4609375,458.625,635.5234375,9,5,,,intermediate,4,,,,,,,,,,,,,,
4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,114, think ,607,405,,hover,16.399999998509884,16.399999998509884,0.0571999273651716,0.659375,153,378.625,604.5390625,418.625,647.5625,8,5,,,intermediate,4,,,,,,,,,,,,,,
4806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,97, aquarium ,615,375,398397.8999999985,,,,,,,348.375,552.8203125,368.875,632.8671875,7,4,,,intermediate,4,,,,,,,,,,,,,,
4835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,97, aquarium ,615,375,,hover,34.30000000074506,34.30000000074506,0.8392543431583057,0.359375,153,338.625,552.8203125,378.625,632.8671875,7,4,,,intermediate,4,,,,,,,,,,,,,,
4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,83," octopus, ",624,303,398448.3999999985,,,,,,,308.375,573.1875,328.875,646.234375,6,5,,,intermediate,4,,,,,,,,,,,,,,
4867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,83," octopus, ",623,319,,hover,32.899999998509884,32.899999998509884,0.695614973262032,0.109375,153,298.625,573.1875,338.625,646.234375,6,5,,,intermediate,4,,,,,,,,,,,,,,
4905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,70, octopus. ,624,275,398497.3999999985,,,,,,,268.375,584.4921875,288.875,657.5390625,5,4,,,intermediate,4,,,,,,,,,,,,,,
4951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,70, octopus. ,624,294,,hover,83.5,83.5,0.5819251336898396,0.009375,153,258.625,584.4921875,298.625,657.5390625,5,4,,,intermediate,4,,,,,,,,,,,,,,
4955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,53," Yarrell, ",630,251,398547.19999999925,,,,,,,228.375,593.359375,248.875,653.890625,4,5,,,intermediate,4,,,,,,,,,,,,,,
5005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,53," Yarrell, ",645,233,398597.30000000075,,,,,,,228.375,593.359375,248.875,653.890625,4,5,,,intermediate,4,,,,,,,,,,,,,,
5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,53," Yarrell, ",630,251,,hover,67,67,0.8531233866804336,0.359375,153,218.625,593.359375,258.625,653.890625,4,5,,,intermediate,4,,,,,,,,,,,,,,
5056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,54, Inky ,684,230,398647.69999999925,,,,,,,228.375,653.890625,248.875,691.90625,4,6,,,intermediate,4,,,,,,,,,,,,,,
5068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,54, Inky ,654,230,,hover,50.80000000074506,50.80000000074506,0.792026304973284,0.284375,153,218.625,653.890625,258.625,691.90625,4,6,,,intermediate,4,,,,,,,,,,,,,,
5085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,55, – ,701,237,,hover,16.300000000745058,16.300000000745058,0.6056191467221644,0.459375,153,218.625,691.90625,258.625,706.921875,4,7,,,intermediate,4,,,,,,,,,,,,,,
5102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,56, who ,721,248,,hover,17,17,0.37024861310869117,0.734375,153,218.625,706.921875,258.625,744.9453125,4,8,,,intermediate,4,,,,,,,,,,,,,,
5105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,73, very ,743,264,398697.19999999925,,,,,,,268.375,728.5625,288.875,767.5703125,5,7,,,intermediate,4,,,,,,,,,,,,,,
5134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,73, very ,743,264,,hover,32,32,0.857200080112157,0.509375,153,258.625,728.5625,298.625,767.5703125,5,7,,,intermediate,4,,,,,,,,,,,,,,
5150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,74, friendly ,779,295,,hover,16.300000000745058,16.300000000745058,0.1813336638572137,0.909375,153,258.625,767.5703125,298.625,830.6015625,5,8,,,intermediate,4,,,,,,,,,,,,,,
5156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,88, smaller ,791,307,398747.59999999776,,,,,,,308.375,786.984375,328.875,850,6,10,,,intermediate,4,,,,,,,,,,,,,,
5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,88, smaller ,791,307,,hover,49.899999998509884,49.899999998509884,0.4445821968757749,0.884375,153,298.625,786.984375,338.625,850,6,10,,,intermediate,4,,,,,,,,,,,,,,
5206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,104, security ,825,345,398798.09999999776,,,,,,,348.375,824.015625,368.875,891.0390625,7,11,,,intermediate,4,,,,,,,,,,,,,,
5250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,104, security ,825,345,,hover,50.400000002235174,50.400000002235174,0.2832497960135214,0.709375,153,338.625,824.015625,378.625,891.0390625,7,11,,,intermediate,4,,,,,,,,,,,,,,
5256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,120, the ,853,380,398848,,,,,,,388.375,847.7109375,408.875,877.734375,8,11,,,intermediate,4,,,,,,,,,,,,,,
5305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,120, the ,873,406,398897.09999999776,,,,,,,388.375,847.7109375,408.875,877.734375,8,11,,,intermediate,4,,,,,,,,,,,,,,
5318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,120, the ,853,380,,hover,67.5,67.5,0.8423106947697112,0.684375,153,378.625,847.7109375,418.625,877.734375,8,11,,,intermediate,4,,,,,,,,,,,,,,
5333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,121, staff ,879,412,,hover,15.199999999254942,15.199999999254942,0.03270084779975777,0.834375,153,378.625,877.734375,418.625,916.4375,8,12,,,intermediate,4,,,,,,,,,,,,,,
5352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,134, aquarium ,886,419,,hover,17.899999998509884,17.899999998509884,0.9410501659184072,0.009375,153,418.625,810.671875,458.625,890.71875,9,10,,,intermediate,4,,,,,,,,,,,,,,
5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,135, is ,892,424,398947.3999999985,,,,,,,428.375,890.71875,448.875,908.71875,9,11,,,intermediate,4,,,,,,,,,,,,,,
5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,135, is ,892,424,,hover,49.80000000074506,49.80000000074506,0.7934027777777778,0.259375,153,418.625,890.71875,458.625,908.71875,9,11,,,intermediate,4,,,,,,,,,,,,,,
5406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,136, not ,911,429,398998.09999999776,,,,,,,428.375,908.71875,448.875,938.7421875,9,12,,,intermediate,4,,,,,,,,,,,,,,
5452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,136, not ,911,429,,hover,51,51,0.6088992974238876,0.159375,153,418.625,908.71875,458.625,938.7421875,9,12,,,intermediate,4,,,,,,,,,,,,,,
5456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,122, are ,938,417,399047.69999999925,,,,,,,388.375,916.4375,408.875,947.4609375,8,13,,,intermediate,4,,,,,,,,,,,,,,
5485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,122, are ,938,417,,hover,33,33,0.9529085872576177,0.709375,153,378.625,916.4375,418.625,947.4609375,8,13,,,intermediate,4,,,,,,,,,,,,,,
5506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,123, “more ,963,382,399098.5,,,,,,,388.375,947.4609375,408.875,999.46875,8,14,,,intermediate,4,,,,,,,,,,,,,,
5518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,123, “more ,955,395,,hover,32.69999999925494,32.69999999925494,0.298783235691753,0.084375,153,378.625,947.4609375,418.625,999.46875,8,14,,,intermediate,4,,,,,,,,,,,,,,
5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,107, result ,972,346,399147.69999999925,,,,,,,348.375,930.0703125,368.875,979.09375,7,14,,,intermediate,4,,,,,,,,,,,,,,
5566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,107, result ,968,369,,hover,49.100000001490116,49.100000001490116,0.8552988047808765,0.184375,153,338.625,930.0703125,378.625,979.09375,7,14,,,intermediate,4,,,,,,,,,,,,,,
5606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,92, Inky ,965,308,399198,,,,,,,308.375,963.09375,328.875,1001.109375,6,14,,,intermediate,4,,,,,,,,,,,,,,
5617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,92, Inky ,972,335,,hover,50.30000000074506,50.30000000074506,0.05014385532264694,0.234375,153,298.625,963.09375,338.625,1001.109375,6,14,,,intermediate,4,,,,,,,,,,,,,,
5634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,78, attraction ,956,296,,hover,16.399999998509884,16.399999998509884,0.13896802785691675,0.934375,153,258.625,945.7109375,298.625,1019.75,5,12,,,intermediate,4,,,,,,,,,,,,,,
5656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,77, popular ,931,285,399247.80000000075,,,,,,,268.375,880.65625,288.875,945.7109375,5,11,,,intermediate,4,,,,,,,,,,,,,,
5685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,77, popular ,944,289,,hover,51,51,0.49717785516992913,0.609375,153,258.625,880.65625,298.625,945.7109375,5,11,,,intermediate,4,,,,,,,,,,,,,,
5705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,76, a ,868,291,399297.5,,,,,,,268.375,865.640625,288.875,880.65625,5,10,,,intermediate,4,,,,,,,,,,,,,,
5717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,76, a ,879,286,,hover,32.69999999925494,32.69999999925494,0.1571279916753382,0.809375,153,258.625,865.640625,298.625,880.65625,5,10,,,intermediate,4,,,,,,,,,,,,,,
5755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,88, smaller ,793,331,399347.19999999925,,,,,,,308.375,786.984375,328.875,850,6,10,,,intermediate,4,,,,,,,,,,,,,,
5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,88, smaller ,833,306,,hover,49.69999999925494,49.69999999925494,0.0954624349119762,0.809375,153,298.625,786.984375,338.625,850,6,10,,,intermediate,4,,,,,,,,,,,,,,
5785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,102, step ,769,348,,hover,17.700000002980232,17.700000002980232,0.23143143143143144,0.234375,153,338.625,759.96875,378.625,798.9921875,7,9,,,intermediate,4,,,,,,,,,,,,,,
5800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,101, to ,755,364,,hover,15.399999998509884,15.399999998509884,0.7517564402810304,0.634375,153,338.625,739.953125,378.625,759.96875,7,8,,,intermediate,4,,,,,,,,,,,,,,
5806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,117, happen ,742,382,399398.19999999925,,,,,,,388.375,691.5703125,408.875,756.640625,8,8,,,intermediate,4,,,,,,,,,,,,,,
5849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,117, happen ,742,382,,hover,49.899999998509884,49.899999998509884,0.5291151398727338,0.984375,153,378.625,691.5703125,418.625,756.640625,8,8,,,intermediate,4,,,,,,,,,,,,,,
5856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,132, Although ,719,438,399447.8999999985,,,,,,,428.375,705.078125,448.875,780.6484375,9,8,,,intermediate,4,,,,,,,,,,,,,,
5885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,132, Although ,719,438,,hover,35.600000001490116,35.600000001490116,0.09159516179055102,0.884375,153,418.625,705.078125,458.625,780.6484375,9,8,,,intermediate,4,,,,,,,,,,,,,,
5906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,146, brought ,701,481,399497.80000000075,,,,,,,468.375,670.1875,488.875,736.2421875,10,7,,,intermediate,4,,,,,,,,,,,,,,
5951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,146, brought ,707,469,,hover,65.5,65.5,0.2848018923713779,0.959375,153,458.625,670.1875,498.625,736.2421875,10,7,,,intermediate,4,,,,,,,,,,,,,,
5956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,-1,999,680,503,399547.59999999776,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,-1,999,657,514,399597.19999999925,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
6056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,-1,999,571,506,399648.30000000075,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
6083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,142," Inky, ",538,473,,hover,16.600000001490116,16.600000001490116,0.5412293853073463,0.359375,153,458.625,515.4375,498.625,557.125,10,3,,,intermediate,4,,,,,,,,,,,,,,
6101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,11,4,8,9,128, what ,529,458,,hover,17.5,17.5,0.547666606137643,0.984375,153,418.625,505.4375,458.625,548.4609375,9,4,,,intermediate,4,,,,,,,,,,,,,,
6106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,11,4,8,9,111, because ,515,415,399697.69999999925,,,,,,,388.375,448.421875,408.875,521.4765625,8,2,,,intermediate,4,,,,,,,,,,,,,,
